#weight  minuslogpost      logA        n_s     omega_b  omega_cdm  theta_s_1e2    tau_reio           A_s       H0  minuslogprior  minuslogprior__0       chi2  chi2__my_cl_like
5 -19050.525 3.0295248 0.96457388 0.022534829 0.11863574 1.0412234 0.042625676 2.0687399e-09 67.78962 -3.5494364 -3.5494364 -38093.951 -38093.951
1 -19050.489 3.0420382 0.96561236 0.022526905 0.11815708 1.0411941 0.049535742 2.0947896e-09 67.94443 -3.5494364 -3.5494364 -38093.879 -38093.879
4 -19050.068  3.017325  0.9695554 0.022437665 0.11933894 1.0415793 0.037119766  2.043655e-09  67.5696 -3.5494364 -3.5494364 -38093.037 -38093.037
2 -19050.422 3.0272932 0.96969491 0.022462532 0.11915538 1.0417059 0.042188628 2.0641286e-09 67.69991 -3.5494364 -3.5494364 -38093.745 -38093.745
4  -19051.33 3.0240553 0.96918958  0.02223825 0.11961274 1.0414904 0.040409362  2.057456e-09 67.26179 -3.5494364 -3.5494364 -38095.561 -38095.561
3   -19051.2 2.9810356 0.96349278 0.022090564 0.12220788 1.0412625 0.015553709 1.9708217e-09 66.14471 -3.5494364 -3.5494364 -38095.301 -38095.301
7 -19051.212 2.9817125 0.96376965 0.022098894 0.12207686 1.0412652 0.016078048  1.972156e-09 66.19836 -3.5494364 -3.5494364 -38095.326 -38095.326
5 -19051.942 3.0218255 0.96357289 0.022169193 0.12147991 1.0411328  0.03705408 2.0528732e-09 66.42478 -3.5494364 -3.5494364 -38096.786 -38096.786
2 -19052.763  3.037967 0.96691302 0.022256939 0.11960425  1.041686 0.046856636 2.0862787e-09 67.34705 -3.5494364 -3.5494364 -38098.426 -38098.426
1 -19052.754 3.0399641 0.96746218 0.022286842 0.11940948  1.041725  0.04798981 2.0904493e-09 67.45635 -3.5494364 -3.5494364  -38098.41  -38098.41
2 -19052.744 3.0398241  0.9669403 0.022272814 0.11977656 1.0417418 0.047494352 2.0901567e-09 67.31898 -3.5494364 -3.5494364  -38098.39  -38098.39
4 -19052.785 3.0246629 0.96428642 0.022261016 0.12083289 1.0417528 0.038246165 2.0587064e-09 66.93997 -3.5494364 -3.5494364  -38098.47  -38098.47
1   -19052.8 3.0247812 0.96428105 0.022263274  0.1208185 1.0417474 0.038323231 2.0589499e-09 66.94525 -3.5494364 -3.5494364 -38098.501 -38098.501
1 -19052.621 3.0137905 0.96298355 0.022197945 0.12151114 1.0417148 0.031984107 2.0364446e-09 66.63346 -3.5494364 -3.5494364 -38098.144 -38098.144
1 -19052.583 3.0261635 0.96234713  0.02219767 0.12175202 1.0417645 0.037758325  2.061798e-09 66.56606 -3.5494364 -3.5494364 -38098.067 -38098.067
2 -19052.354 3.0324557 0.96349491 0.022162094 0.12140829 1.0416519 0.041143487 2.0748122e-09 66.61581 -3.5494364 -3.5494364 -38097.609 -38097.609
6 -19052.442 3.0284416 0.96111114 0.022145266 0.12218469  1.041482 0.038071752 2.0665003e-09 66.27501 -3.5494364 -3.5494364 -38097.785 -38097.785
2 -19052.622 3.0784212 0.96763061  0.02225673  0.1185256 1.0418274  0.06756238 2.1724076e-09 67.77907 -3.5494364 -3.5494364 -38098.146 -38098.146
6 -19052.472 3.0811336 0.96849768 0.022274175 0.11816514  1.041695 0.069378332 2.1783081e-09 67.88022 -3.5494364 -3.5494364 -38097.845 -38097.845
4 -19052.544 3.0820745 0.96671566 0.022221512 0.11900993 1.0415429 0.068856771 2.1803587e-09 67.47868 -3.5494364 -3.5494364 -38097.989 -38097.989
1 -19052.708 3.0664133 0.96476381 0.022135219 0.12023745 1.0415809  0.05967205 2.1464776e-09 66.97791 -3.5494364 -3.5494364 -38098.316 -38098.316
3 -19052.631 3.0518477 0.96448234 0.022094893 0.12032826 1.0414684 0.052369132 2.1154396e-09 66.87201 -3.5494364 -3.5494364 -38098.162 -38098.162
1  -19052.72 3.0482259 0.96472217 0.022107718 0.12028248 1.0414601 0.050680605 2.1077917e-09 66.89695 -3.5494364 -3.5494364 -38098.342 -38098.342
5 -19052.663 3.0710785 0.96177145 0.022160852 0.12085556 1.0412906 0.061411181 2.1565149e-09 66.68741 -3.5494364 -3.5494364 -38098.226 -38098.226
1 -19052.219 3.0574827 0.96343163 0.022254863 0.12104747 1.0413168 0.054210725 2.1273936e-09 66.71411 -3.5494364 -3.5494364  -38097.34  -38097.34
3 -19051.782 3.0716461  0.9633335 0.022243677 0.12116697  1.041344 0.061067965 2.1577391e-09 66.67134 -3.5494364 -3.5494364 -38096.466 -38096.466
3 -19051.329 3.0765732  0.9678492 0.022479922 0.11851193 1.0416757 0.066243712 2.1683969e-09 67.93573 -3.5494364 -3.5494364 -38095.558 -38095.558
1 -19051.077 3.0739095 0.96784647 0.022475996 0.11871196  1.041756 0.064607973 2.1626285e-09 67.88737 -3.5494364 -3.5494364 -38095.055 -38095.055
2 -19050.696 3.0800627 0.96688236 0.022471609 0.11889521  1.041733 0.067152706 2.1759767e-09 67.81012 -3.5494364 -3.5494364 -38094.292 -38094.292
1 -19051.109 3.0550991 0.96305468 0.022366069 0.12094777 1.0415429  0.05234871  2.122329e-09 66.92515 -3.5494364 -3.5494364 -38095.119 -38095.119
2 -19049.501 2.9977752 0.96278756 0.022447277 0.12057322 1.0421176 0.023408423 2.0040901e-09 67.32213 -3.5494364 -3.5494364 -38091.902 -38091.902
2 -19048.795    2.9939 0.96517485 0.022525624 0.12007807 1.0422365 0.022625909 1.9963388e-09 67.60773 -3.5494364 -3.5494364 -38090.491 -38090.491
5  -19050.51 2.9998773 0.96326666 0.022422535 0.12040312 1.0421307 0.025807295 2.0083073e-09  67.3638 -3.5494364 -3.5494364 -38093.921 -38093.921
5 -19050.042 2.9998295 0.96116359 0.022460709 0.12058931   1.04195 0.025488908 2.0082113e-09  67.2727 -3.5494364 -3.5494364 -38092.984 -38092.984
5 -19050.016 2.9862988 0.96142678 0.022316407 0.12091219 1.0417911 0.019061857 1.9812217e-09 66.97525 -3.5494364 -3.5494364 -38092.933 -38092.933
6 -19049.876 2.9877807 0.96201126 0.022330568  0.1206783 1.0418413  0.02010476   1.98416e-09 67.08681 -3.5494364 -3.5494364 -38092.652 -38092.652
3 -19047.304  2.979116 0.95790192 0.022018124 0.12187511 1.0414325 0.014393837  1.967042e-09 66.25065 -3.5494364 -3.5494364  -38087.51  -38087.51
3 -19048.829 3.0066309 0.96598075  0.02209352 0.11875512 1.0420457 0.031361595 2.0219164e-09   67.622 -3.5494364 -3.5494364  -38090.56  -38090.56
6 -19048.602 3.0117698 0.96634761 0.022115364 0.11847934 1.0420786 0.034270887 2.0323337e-09 67.75173 -3.5494364 -3.5494364 -38090.104 -38090.104
1 -19048.942 3.0368716 0.96690274 0.022073376 0.11788017 1.0417491 0.047684441 2.0839945e-09 67.81956 -3.5494364 -3.5494364 -38090.785 -38090.785
1  -19050.54 3.0237983 0.96261631 0.022010374 0.12005546 1.0415242 0.038476755 2.0569272e-09 66.91043 -3.5494364 -3.5494364 -38093.981 -38093.981
1 -19050.131  3.028796 0.96179443 0.022027144  0.1200959 1.0415211 0.040864868 2.0672327e-09 66.91026 -3.5494364 -3.5494364 -38093.164 -38093.164
4 -19050.352 3.0336936 0.96203945 0.022042461 0.11999553 1.0415532 0.043403122 2.0773822e-09  66.9702 -3.5494364 -3.5494364 -38093.606 -38093.606
1 -19051.194 3.0444408 0.96033933 0.022142683 0.12008214 1.0414349 0.048041905 2.0998285e-09 66.99078 -3.5494364 -3.5494364 -38095.289 -38095.289
3 -19051.421 2.9786965 0.95934219 0.022123122 0.12129291 1.0413801 0.013967534  1.966217e-09 66.53035 -3.5494364 -3.5494364 -38095.743 -38095.743
1 -19051.563 3.0188837 0.96500965 0.022182849 0.11913731 1.0418781 0.036717816  2.046843e-09  67.5102 -3.5494364 -3.5494364 -38096.028 -38096.028
2 -19051.613 3.0355165 0.96591774 0.022251467  0.1183787 1.0418949 0.045814237 2.0811724e-09 67.84968 -3.5494364 -3.5494364 -38096.126 -38096.126
8 -19052.479 3.0436999 0.96685278 0.022320978 0.11894918 1.0418741 0.050136184 2.0982734e-09 67.70125 -3.5494364 -3.5494364  -38097.86  -38097.86
1 -19052.674 3.0487736 0.96249672  0.02224255 0.12028378 1.0418344 0.050132625 2.1089464e-09 67.14331 -3.5494364 -3.5494364 -38098.249 -38098.249
2 -19052.393 3.0558324 0.96207835 0.022326392 0.11966882 1.0417013 0.054278462 2.1238857e-09 67.39225 -3.5494364 -3.5494364 -38097.686 -38097.686
1 -19050.917 3.0424082 0.95809003 0.022104761 0.12143553 1.0412722 0.046015122 2.0955649e-09 66.42825 -3.5494364 -3.5494364 -38094.736 -38094.736
2 -19051.621 3.0515084 0.95851628 0.022092555 0.12158043 1.0410675 0.050442873 2.1147218e-09 66.29893 -3.5494364 -3.5494364 -38096.144 -38096.144
3 -19051.812 3.0499599 0.95891107 0.022104163 0.12147212 1.0410608   0.0498316 2.1114497e-09  66.3448 -3.5494364 -3.5494364 -38096.526 -38096.526
3 -19052.348 3.0606639 0.95991477 0.022159898 0.12100099 1.0412122 0.055526789 2.1341721e-09 66.60961 -3.5494364 -3.5494364 -38097.597 -38097.597
3 -19052.102 3.0719798 0.96130991 0.022350445 0.12074375 1.0413961 0.060925313 2.1584593e-09 66.93342 -3.5494364 -3.5494364 -38097.105 -38097.105
5 -19052.302 3.0576841 0.96104579 0.022384186 0.12065501 1.0414083 0.053862636 2.1278221e-09 66.99921 -3.5494364 -3.5494364 -38097.505 -38097.505
2 -19052.311 3.0564688 0.96112505 0.022383353 0.12065551 1.0414105 0.053263054 2.1252379e-09   66.999 -3.5494364 -3.5494364 -38097.522 -38097.522
1 -19052.318 3.0701555 0.96330668 0.022404245 0.11982219 1.0413661 0.061435045 2.1545252e-09  67.2966 -3.5494364 -3.5494364 -38097.537 -38097.537
3  -19052.37 3.0479267 0.95994165 0.022231157 0.12155014 1.0410535 0.048605829 2.1071611e-09 66.43006 -3.5494364 -3.5494364 -38097.641 -38097.641
3  -19052.48 3.0497037 0.96021419 0.022242586 0.12153046    1.0411 0.049540891 2.1109088e-09  66.4627 -3.5494364 -3.5494364 -38097.861 -38097.861
 5  -19052.32 3.0217183 0.95946538 0.022164657  0.1216043 1.0415996 0.034604265 2.0526532e-09  66.5326 -3.5494364 -3.5494364 -38097.541 -38097.541
 1 -19051.636 3.0849857 0.96118127 0.022354027 0.12078393 1.0415054 0.067159552 2.1867154e-09 66.95905 -3.5494364 -3.5494364 -38096.173 -38096.173
 1 -19051.488 3.0791553 0.95872423  0.02217531 0.12254249 1.0412432 0.062764793 2.1740032e-09 66.09972 -3.5494364 -3.5494364 -38095.876 -38095.876
 1 -19051.812 3.0811106 0.95929556 0.022205034 0.12219981 1.0412689 0.064209898 2.1782581e-09 66.25316 -3.5494364 -3.5494364 -38096.526 -38096.526
11 -19052.237 3.0356181 0.96317681 0.022168695 0.12103096 1.0412579 0.043141202  2.081384e-09 66.62231 -3.5494364 -3.5494364 -38097.375 -38097.375
 1     -19052 3.0103611 0.95784128 0.022086579 0.12264236  1.040948 0.028697107 2.0294727e-09 65.88736 -3.5494364 -3.5494364 -38096.901 -38096.901
 2 -19051.493 3.0122469 0.95599726 0.022256949 0.12300141 1.0411414 0.028257982 2.0333035e-09 65.98258 -3.5494364 -3.5494364 -38095.887 -38095.887
 1 -19051.219 3.0376213 0.95556495 0.022265501 0.12273772 1.0411059 0.041038121 2.0855575e-09 66.06882 -3.5494364 -3.5494364 -38095.338 -38095.338
 1 -19049.773  3.035242 0.95264131 0.022172323 0.12410146 1.0416332  0.03774254 2.0806012e-09 65.69462 -3.5494364 -3.5494364 -38092.448 -38092.448
 2 -19048.305 3.0915988 0.96083591 0.022580314  0.1197357 1.0422269 0.071790112 2.2012244e-09 67.77551 -3.5494364 -3.5494364 -38089.511 -38089.511
 1 -19052.771 3.0325938 0.96137033 0.022180797 0.12176052 1.0411915  0.04141842 2.0750986e-09 66.35738 -3.5494364 -3.5494364 -38098.443 -38098.443
 3 -19052.838  3.029976 0.96130031 0.022174927 0.12176202 1.0411994 0.039983199 2.0696736e-09 66.35418 -3.5494364 -3.5494364 -38098.576 -38098.576
 7 -19051.905 3.0589647 0.96890673 0.022410187 0.11810037 1.0413989 0.058808202 2.1305488e-09 67.92762 -3.5494364 -3.5494364  -38096.71  -38096.71
 2 -19052.653 3.0825163 0.96255842 0.022259329 0.12060077 1.0412737  0.06752483 2.1813223e-09 66.86016 -3.5494364 -3.5494364 -38098.206 -38098.206
 1 -19052.778 3.0880236 0.96307892 0.022275992 0.12034295 1.0413801 0.070384498 2.1933685e-09 67.00128 -3.5494364 -3.5494364 -38098.457 -38098.457
 2 -19052.648 3.0792382 0.96098174 0.022300786 0.12122774 1.0413704  0.06467933 2.1741832e-09 66.71071 -3.5494364 -3.5494364 -38098.197 -38098.197
 4 -19052.176  3.094118 0.96171032 0.022392085 0.12000138 1.0414004 0.073335072 2.2067767e-09 67.23369 -3.5494364 -3.5494364 -38097.252 -38097.252
 1 -19052.532 3.0628036  0.9659628 0.022335263 0.11913069 1.0412782 0.059337191 2.1387436e-09 67.45014 -3.5494364 -3.5494364 -38097.965 -38097.965
 3 -19052.586 3.0625664 0.96537188 0.022315569 0.11961381 1.0412773 0.058636099 2.1382363e-09 67.26031 -3.5494364 -3.5494364 -38098.073 -38098.073
 1 -19050.655 3.0310256 0.95774628 0.022235685 0.12131513 1.0407565 0.040221897  2.071847e-09 66.41715 -3.5494364 -3.5494364 -38094.211 -38094.211
 1 -19050.003 3.0043972 0.95991759 0.022333564    0.12073 1.0407218 0.027797689 2.0174051e-09 66.69827 -3.5494364 -3.5494364 -38092.906 -38092.906
10 -19049.969 3.0045068 0.95995559 0.022333103 0.12071151 1.0407152 0.027907197 2.0176263e-09 66.70215 -3.5494364 -3.5494364 -38092.839 -38092.839
 1 -19050.086 3.0003639 0.95900548  0.02234364 0.12138781  1.040736 0.025104173 2.0092848e-09 66.48272 -3.5494364 -3.5494364 -38093.073 -38093.073
 1 -19050.389 3.0040592 0.95519698 0.022321605 0.12249333 1.0409168 0.024789604 2.0167234e-09 66.14079 -3.5494364 -3.5494364 -38093.679 -38093.679
 2 -19050.508 3.0252531 0.96146794 0.022543112 0.11977306 1.0414209  0.03829497 2.0599217e-09 67.45847 -3.5494364 -3.5494364 -38093.917 -38093.917
 1 -19050.165  2.993335 0.96131444 0.022519904  0.1199167  1.041451 0.022270604 1.9952112e-09 67.39663 -3.5494364 -3.5494364 -38093.231 -38093.231
 1 -19048.986 2.9940744 0.97192313 0.022429562 0.11757144 1.0423104 0.026743414 1.9966871e-09 68.44241 -3.5494364 -3.5494364 -38090.873 -38090.873
 4 -19047.941 2.9760375 0.96845196 0.022115963 0.11886072 1.0420798 0.015133623 1.9609958e-09 67.61589 -3.5494364 -3.5494364 -38088.784 -38088.784
 1 -19047.918 2.9824824 0.96912456 0.022106252 0.11882955 1.0419898 0.018534461 1.9736751e-09 67.58816 -3.5494364 -3.5494364 -38088.737 -38088.737
 1 -19048.929  2.976132 0.96144038 0.021953763 0.12268381 1.0417723 0.010836791 1.9611811e-09 66.02621 -3.5494364 -3.5494364  -38090.76  -38090.76
 2 -19051.422 3.0195288 0.96139738 0.022106869 0.12109954 1.0419094 0.034662119 2.0481639e-09 66.75912 -3.5494364 -3.5494364 -38095.745 -38095.745
 4 -19051.599 3.0311924 0.96175103 0.022158252 0.12080874 1.0419848 0.040610093 2.0721927e-09 66.93253 -3.5494364 -3.5494364 -38096.098 -38096.098
 3 -19052.066 3.0324839 0.96256272 0.022212677  0.1201389 1.0418954 0.042149244 2.0748707e-09 67.18763 -3.5494364 -3.5494364 -38097.033 -38097.033
 1 -19051.996 3.0565521 0.96663919 0.022213515 0.11856482 1.0418036 0.055959504 2.1254148e-09  67.7179 -3.5494364 -3.5494364 -38096.893 -38096.893
 3 -19051.316 3.0755717 0.95832282  0.02209041 0.12283272 1.0412231 0.060705022 2.1662263e-09 65.91667 -3.5494364 -3.5494364 -38095.533 -38095.533
 1 -19048.988  3.045098 0.95278768 0.022009168 0.12477968 1.0409221 0.042386598  2.101209e-09 65.08341 -3.5494364 -3.5494364 -38090.877 -38090.877
 4 -19048.722 3.0171893 0.95282688 0.021963704 0.12549022 1.0407767 0.028048682 2.0433777e-09 64.75671 -3.5494364 -3.5494364 -38090.345 -38090.345
 1 -19048.477 3.0168772 0.95239103 0.022163973 0.12464469 1.0408029 0.028169323 2.0427401e-09 65.22929 -3.5494364 -3.5494364 -38089.855 -38089.855
 1  -19047.79 3.0734372 0.95192189 0.022354202  0.1230287   1.04152 0.058337313 2.1616074e-09 66.18717 -3.5494364 -3.5494364 -38088.481 -38088.481
 2 -19049.297 3.0977468 0.96268765 0.022662319  0.1190857  1.042073 0.075763477 2.2147992e-09 68.02981 -3.5494364 -3.5494364 -38091.495 -38091.495
 4 -19049.179  3.090783 0.96157883 0.022650187  0.1197718 1.0420375 0.071601101 2.1994294e-09 67.76301 -3.5494364 -3.5494364  -38091.26  -38091.26
 2 -19048.984 3.0922054 0.96113107 0.022642023 0.12001767 1.0420372 0.072072338   2.20256e-09 67.66848 -3.5494364 -3.5494364  -38090.87  -38090.87
 3 -19049.934 3.1051759 0.96107056 0.022598677 0.12028586 1.0419251 0.078202707 2.2313143e-09  67.4968 -3.5494364 -3.5494364 -38092.769 -38092.769
13 -19051.421 3.0677875 0.96089573 0.022522007 0.12055131 1.0417931 0.059292396 2.1494293e-09  67.2894 -3.5494364 -3.5494364 -38095.744 -38095.744
 5 -19051.168 3.0731291 0.96461396 0.022572823 0.11940741  1.042031 0.063702819 2.1609416e-09 67.81954 -3.5494364 -3.5494364 -38095.237 -38095.237
 1 -19051.707 3.0519907 0.96259111    0.022444 0.12081309 1.0419674 0.051646177 2.1157421e-09  67.1848 -3.5494364 -3.5494364 -38096.316 -38096.316
 1 -19052.182 3.0324222 0.96194324 0.022417366 0.12111123 1.0417828 0.041445452 2.0747426e-09 66.99467 -3.5494364 -3.5494364 -38097.266 -38097.266
 1 -19051.106 3.0190673 0.96476944 0.022491626 0.12017188 1.0420127 0.035979972 2.0472187e-09 67.46871 -3.5494364 -3.5494364 -38095.114 -38095.114
 2 -19051.097 3.0177856 0.96562806 0.022483774 0.11991761 1.0418988 0.036129168 2.0445967e-09 67.51325 -3.5494364 -3.5494364 -38095.095 -38095.095
 1 -19052.349 2.9904813 0.96144701 0.022282112  0.1213318 1.0416403 0.020127416 1.9895257e-09  66.7474 -3.5494364 -3.5494364 -38097.599 -38097.599
 1 -19052.262 3.0104263 0.96563947 0.022375992 0.11893636 1.0416731  0.03288706  2.029605e-09 67.68848 -3.5494364 -3.5494364 -38097.425 -38097.425
 6 -19052.612 3.0289313 0.96554391 0.022340201 0.11890175 1.0417391 0.042222239 2.0675125e-09 67.69049 -3.5494364 -3.5494364 -38098.126 -38098.126
 1   -19051.7 3.0674916 0.96168775 0.022266489 0.11942299 1.0414857 0.060503815 2.1487934e-09 67.35317 -3.5494364 -3.5494364 -38096.302 -38096.302
 1 -19051.792 3.0654769 0.96119914 0.022254975 0.11970143  1.041442 0.059219651 2.1444687e-09 67.22938 -3.5494364 -3.5494364 -38096.485 -38096.485
 2 -19049.669 3.0590068 0.96206825 0.022077764 0.12003138 1.0414481 0.056675398 2.1306386e-09 66.95444 -3.5494364 -3.5494364  -38092.24  -38092.24
 2 -19048.814 3.0521977 0.96024413 0.022046206 0.12071628   1.04137 0.052465394 2.1161801e-09 66.65901 -3.5494364 -3.5494364  -38090.53  -38090.53
 1 -19047.542 3.0361999 0.95925418 0.021920517 0.12172819  1.041459 0.043394731 2.0825952e-09 66.22227 -3.5494364 -3.5494364 -38087.986 -38087.986
 6 -19047.416 3.0412494 0.95905879 0.021916711 0.12177871 1.0414562 0.045831328 2.0931379e-09 66.20037 -3.5494364 -3.5494364 -38087.733 -38087.733
 3  -19046.89 3.0379815 0.95698138 0.021909701 0.12260914 1.0414831 0.043001345  2.086309e-09 65.91633 -3.5494364 -3.5494364 -38086.682 -38086.682
 2 -19047.415 3.0932862   0.959746 0.021817056  0.1221142 1.0413634 0.071232904 2.2049418e-09 65.96369 -3.5494364 -3.5494364  -38087.73  -38087.73
1 -19047.463 3.0977631 0.96000204 0.021836104  0.1216624 1.0413733 0.073768179 2.2148352e-09 66.14063 -3.5494364 -3.5494364 -38087.828 -38087.828
2 -19048.147 3.1033403 0.96198908 0.021887043 0.12073629 1.0413959 0.077809402 2.2272223e-09 66.51704 -3.5494364 -3.5494364 -38089.196 -38089.196
4 -19047.495  3.078346 0.95857605 0.021775415 0.12267649 1.0412772 0.062822042 2.1722444e-09 65.70395 -3.5494364 -3.5494364  -38087.89  -38087.89
7 -19047.422  3.113116 0.95814016 0.021852218 0.12306538 1.0411778 0.079707416 2.2491017e-09 65.60706 -3.5494364 -3.5494364 -38087.745 -38087.745
2 -19049.649 3.0959655 0.95749959 0.021976563 0.12263217 1.0412316 0.070920171 2.2108574e-09 65.88548 -3.5494364 -3.5494364   -38092.2   -38092.2
1 -19051.038 3.0262189 0.95732648 0.021995355 0.12424311 1.0413709 0.034603244 2.0619122e-09 65.39978 -3.5494364 -3.5494364 -38094.977 -38094.977
1 -19053.007 3.0233311  0.9600339 0.022166608 0.12201976 1.0413835 0.035816912 2.0559664e-09 66.31861 -3.5494364 -3.5494364 -38098.916 -38098.916
3 -19051.816 2.9916983 0.95679181 0.022025862 0.12327287 1.0412086 0.018344791 1.9919484e-09 65.70306 -3.5494364 -3.5494364 -38096.533 -38096.533
5 -19051.013 2.9842812 0.95740902 0.022109058 0.12304125 1.0416847 0.014915848 1.9772285e-09 66.01513 -3.5494364 -3.5494364 -38094.927 -38094.927
2 -19051.639 2.9894978 0.96064739 0.022163881 0.12160986 1.0417562 0.019409056 1.9875698e-09 66.58204 -3.5494364 -3.5494364 -38096.179 -38096.179
2 -19051.763 2.9901222 0.96268829  0.02221493 0.12107923   1.04183 0.020607557 1.9888112e-09 66.83772 -3.5494364 -3.5494364 -38096.427 -38096.427
4 -19052.007 2.9964571 0.96342653 0.022223091 0.12075046 1.0418591 0.024086198 2.0014501e-09 66.96986 -3.5494364 -3.5494364 -38096.915 -38096.915
1 -19049.721  2.987302 0.96905741 0.022366195 0.11886813 1.0422371 0.021476129 1.9832103e-09 67.89286 -3.5494364 -3.5494364 -38092.342 -38092.342
4 -19049.707 2.9816551 0.96835374 0.022497002 0.11839083 1.0419033 0.018954527 1.9720429e-09  68.0711 -3.5494364 -3.5494364 -38092.314 -38092.314
3 -19050.488 2.9805605 0.96584729 0.022474384 0.11873575 1.0417528 0.017856863 1.9698855e-09 67.87633 -3.5494364 -3.5494364 -38093.877 -38093.877
1 -19050.541 2.9830371 0.96040743 0.022376455 0.12171106 1.0419293 0.015814921 1.9747701e-09 66.79754 -3.5494364 -3.5494364 -38093.983 -38093.983
1 -19050.774 2.9770112  0.9586569 0.022151673  0.1233051 1.0412249 0.012279937 1.9629061e-09  65.8112 -3.5494364 -3.5494364 -38094.449 -38094.449
1  -19051.46 3.0075617 0.95820361 0.022228702 0.12325101 1.0411958  0.02733684 2.0237993e-09 65.88975 -3.5494364 -3.5494364 -38095.821 -38095.821
5  -19052.56  3.101372  0.9664832 0.022312054 0.11941797 1.0418179 0.078225799 2.2228429e-09 67.50725 -3.5494364 -3.5494364 -38098.021 -38098.021
1 -19052.546 3.1021763 0.96640391 0.022314284 0.11943803 1.0418194 0.078592218 2.2246312e-09 67.50264 -3.5494364 -3.5494364 -38097.992 -38097.992
 1  -19051.76 3.0946366 0.96965802 0.022325513 0.11850117 1.0420424 0.075860212 2.2079214e-09 67.92225 -3.5494364 -3.5494364 -38096.421 -38096.421
 1 -19051.562 3.0872135 0.96909357 0.022428499  0.1182537 1.0420865 0.071911484 2.1915925e-09  68.1196 -3.5494364 -3.5494364 -38096.025 -38096.025
 1 -19051.589 3.0865308 0.96922736 0.022433255 0.11817024 1.0420902 0.071686732 2.1900967e-09 68.15523 -3.5494364 -3.5494364  -38096.08  -38096.08
 1 -19051.362 3.0939066 0.97008125 0.022420602 0.11752443 1.0420544 0.076003236 2.2063101e-09 68.36531 -3.5494364 -3.5494364 -38095.626 -38095.626
 1 -19051.828 3.0134843 0.96140129 0.022030789 0.12200504 1.0410756 0.031221335 2.0358211e-09  66.0988 -3.5494364 -3.5494364 -38096.558 -38096.558
 7 -19051.343 3.0092264  0.9584044 0.021940884  0.1227625 1.0412645 0.027592875 2.0271713e-09 65.81942 -3.5494364 -3.5494364 -38095.587 -38095.587
 5 -19052.478 3.0507485 0.95931714 0.022173147 0.12180084 1.0416669 0.049243843 2.1131156e-09 66.49445 -3.5494364 -3.5494364 -38097.857 -38097.857
 3 -19052.355 3.0458791 0.96021643 0.022203433 0.12142467 1.0418202 0.047259108 2.1028508e-09 66.70358 -3.5494364 -3.5494364 -38097.611 -38097.611
 1 -19051.962 3.0414754 0.96102272 0.022160474 0.12131638 1.0419256 0.045263139 2.0936111e-09 66.73742 -3.5494364 -3.5494364 -38096.825 -38096.825
 3 -19052.212 3.0312919 0.96137084 0.022073901 0.12132288 1.0416776  0.04021944 2.0723988e-09 66.57428 -3.5494364 -3.5494364 -38097.324 -38097.324
 5 -19049.477 3.0065269 0.95620011 0.021928528 0.12350274 1.0416674 0.025342214 2.0217063e-09 65.68853 -3.5494364 -3.5494364 -38091.855 -38091.855
 3 -19049.283 3.0150984 0.96005353 0.021929055 0.12295914 1.0419731 0.030690036 2.0391097e-09 65.97592 -3.5494364 -3.5494364 -38091.467 -38091.467
 4 -19049.113 3.0125678 0.95940567 0.021905678 0.12327674 1.0419043 0.029177868 2.0339561e-09 65.82331 -3.5494364 -3.5494364 -38091.126 -38091.126
 2 -19049.846 3.0744796 0.97065393 0.022209927 0.11650793 1.0420306 0.067977254 2.1638618e-09 68.53734 -3.5494364 -3.5494364 -38092.592 -38092.592
 1 -19050.739 3.0922273 0.96373113 0.022387677 0.11833681 1.0414279 0.074633783 2.2026081e-09 67.83185 -3.5494364 -3.5494364 -38094.379 -38094.379
 3 -19050.262  3.079536 0.96182745 0.022262035 0.11918986 1.0411273 0.067442444 2.1748308e-09  67.3124 -3.5494364 -3.5494364 -38093.426 -38093.426
 4  -19051.29 3.0716123 0.96195713 0.022280164 0.11950888  1.041185 0.063161826 2.1576663e-09 67.23467 -3.5494364 -3.5494364 -38095.482 -38095.482
11 -19051.837 3.0806594 0.96209666 0.022134698 0.12027805 1.0411201 0.066704107 2.1772755e-09 66.80969 -3.5494364 -3.5494364 -38096.575 -38096.575
 9   -19052.8 3.0903447 0.96524862 0.022270732 0.11933449 1.0415324 0.072920181 2.1984654e-09 67.40408 -3.5494364 -3.5494364 -38098.502 -38098.502
 4 -19052.662  3.093783 0.96477693 0.022271062  0.1194683 1.0415263 0.074510766 2.2060374e-09 67.35477 -3.5494364 -3.5494364 -38098.226 -38098.226
 2 -19052.446 3.0975074 0.96401967 0.022201636 0.11993671 1.0414368 0.075767903 2.2142689e-09 67.09609 -3.5494364 -3.5494364 -38097.792 -38097.792
 4 -19052.559  3.093424 0.96349272 0.022190461 0.12034885 1.0414568 0.073234051 2.2052456e-09  66.9473 -3.5494364 -3.5494364 -38098.019 -38098.019
 2  -19050.48 3.0559308 0.95696075 0.022021629 0.12278903 1.0409236 0.051804628 2.1240947e-09  65.7704 -3.5494364 -3.5494364 -38093.861 -38093.861
 4 -19048.297 3.0328103 0.95547463 0.021808263 0.12472716 1.0408498 0.038486651  2.075548e-09 64.89592 -3.5494364 -3.5494364 -38089.495 -38089.495
 2 -19048.253 2.9929497 0.95569074 0.021803154 0.12419166 1.0406267 0.019060286 1.9944426e-09  64.9983 -3.5494364 -3.5494364 -38089.408 -38089.408
